image;caption;keywords;uses;instance-of;date-completed;date-published;date-updated;sdg
AEFcurrentmarsh.jpg|AEFprevmarsh.jpg|AEFprevfilt1.jpg|AEFprevfilt2.jpg|AEFdigmarsh.jpg|AEFcurrentsystem.jpg|AEFfill.jpg;Filling the baffled marsh with plants and gravel|Filling the baffled marsh with plants and gravel|Filling the baffled marsh with plants and gravel|Filling the baffled marsh with plants and gravel|Filling the baffled marsh with plants and gravel|Filling the baffled marsh with plants and gravel|Filling the baffled marsh with plants and gravel;greywater|bucket|plywood|wire mesh\;Agriculture\;Bayside Park Farm\;2005\;2005\;Spring 2006|October 2013;SDG06 Clean water and sanitation\
